nationality,era_name,birth_year_band,gender,target_count,collected_count,candidate_count,license_rejected_count,download_failure_count,shortage_reason
Turkey,近世前期,1600–1699,female,5,1,10,0,8,候補はあったがダウンロード失敗が発生した
Turkey,近世後期,1700–1799,male,5,4,13,0,8,候補はあったがダウンロード失敗が発生した
Turkey,近代前期,1800–1849,male,5,4,15,0,7,候補はあったがダウンロード失敗が発生した
Turkey,近代前期,1800–1849,female,5,3,19,0,8,候補はあったがダウンロード失敗が発生した
Turkey,現代前期,1900–1949,female,5,4,21,0,4,候補はあったがダウンロード失敗が発生した
Turkey,現代中期,1950–1979,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Turkey,現代中期,1950–1979,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Turkey,現代後期,1980–1999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Turkey,現代後期,1980–1999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Turkey,現代最年少,2000–2009,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Turkey,現代最年少,2000–2009,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,古代前期,紀元前400–紀元前1,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,古代前期,紀元前400–紀元前1,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,古代後期,1–499,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,古代後期,1–499,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,中世前期,500–999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,中世前期,500–999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,中世後期,1000–1399,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,中世後期,1000–1399,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,ルネサンス・初期近世,1400–1599,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,ルネサンス・初期近世,1400–1599,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,近世前期,1600–1699,male,5,1,1,0,0,候補はあったが目標件数まで到達しなかった
Taiwan,近世前期,1600–1699,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,近世後期,1700–1799,male,5,2,2,0,0,候補はあったが目標件数まで到達しなかった
Taiwan,近世後期,1700–1799,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,近代前期,1800–1849,male,5,3,3,0,0,候補はあったが目標件数まで到達しなかった
Taiwan,近代前期,1800–1849,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Taiwan,現代中期,1950–1979,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,古代前期,紀元前400–紀元前1,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,古代前期,紀元前400–紀元前1,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,古代後期,1–499,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,古代後期,1–499,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,中世前期,500–999,male,5,1,1,0,0,候補はあったが目標件数まで到達しなかった
Argentina,中世前期,500–999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,中世後期,1000–1399,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,中世後期,1000–1399,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,ルネサンス・初期近世,1400–1599,male,5,2,2,0,0,候補はあったが目標件数まで到達しなかった
Argentina,ルネサンス・初期近世,1400–1599,female,5,3,1,0,0,候補はあったが目標件数まで到達しなかった
Argentina,近世前期,1600–1699,male,5,1,1,0,0,候補はあったが目標件数まで到達しなかった
Argentina,近世前期,1600–1699,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,近代前期,1800–1849,male,5,3,3,0,0,候補はあったが目標件数まで到達しなかった
Argentina,近代後期,1850–1899,male,5,3,5,0,0,候補はあったが目標件数まで到達しなかった
Argentina,現代前期,1900–1949,male,5,3,7,0,0,候補はあったが目標件数まで到達しなかった
Argentina,現代前期,1900–1949,female,5,0,5,0,0,候補はあったが目標件数まで到達しなかった
Argentina,現代中期,1950–1979,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,現代中期,1950–1979,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,現代後期,1980–1999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Argentina,現代最年少,2000–2009,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Iran,古代前期,紀元前400–紀元前1,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Iran,古代前期,紀元前400–紀元前1,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Iran,古代後期,1–499,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Iran,古代後期,1–499,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Iran,中世前期,500–999,male,5,3,4,0,1,候補はあったがダウンロード失敗が発生した
Iran,中世前期,500–999,female,5,2,3,0,0,候補はあったが目標件数まで到達しなかった
Iran,中世後期,1000–1399,male,5,1,6,0,2,候補はあったがダウンロード失敗が発生した
Iran,中世後期,1000–1399,female,5,1,3,0,2,候補はあったがダウンロード失敗が発生した
Iran,近世前期,1600–1699,female,5,1,7,0,5,候補はあったがダウンロード失敗が発生した
Iran,近世後期,1700–1799,male,5,0,12,0,5,候補はあったがダウンロード失敗が発生した
Iran,近世後期,1700–1799,female,5,1,8,0,6,候補はあったがダウンロード失敗が発生した
Iran,近代前期,1800–1849,male,5,1,11,0,4,候補はあったがダウンロード失敗が発生した
Iran,近代後期,1850–1899,male,5,4,16,0,2,候補はあったがダウンロード失敗が発生した
Iran,現代前期,1900–1949,male,5,3,9,0,1,候補はあったがダウンロード失敗が発生した
Iran,現代中期,1950–1979,male,5,0,5,0,0,候補はあったが目標件数まで到達しなかった
Iran,現代中期,1950–1979,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Iran,現代後期,1980–1999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Iran,現代後期,1980–1999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Iran,現代最年少,2000–2009,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Iran,現代最年少,2000–2009,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,古代前期,紀元前400–紀元前1,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,古代前期,紀元前400–紀元前1,female,5,1,1,0,0,候補はあったが目標件数まで到達しなかった
Israel,古代後期,1–499,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,中世前期,500–999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,中世前期,500–999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,中世後期,1000–1399,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,ルネサンス・初期近世,1400–1599,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,ルネサンス・初期近世,1400–1599,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,近世前期,1600–1699,male,5,1,1,0,0,候補はあったが目標件数まで到達しなかった
Israel,近世前期,1600–1699,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,近世後期,1700–1799,male,5,1,1,0,0,候補はあったが目標件数まで到達しなかった
Israel,近世後期,1700–1799,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,近代前期,1800–1849,male,5,2,5,0,0,候補はあったが目標件数まで到達しなかった
Israel,近代前期,1800–1849,female,5,2,4,0,0,候補はあったが目標件数まで到達しなかった
Israel,近代後期,1850–1899,male,5,2,15,0,0,候補はあったが目標件数まで到達しなかった
Israel,現代中期,1950–1979,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,現代中期,1950–1979,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,現代後期,1980–1999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Israel,現代最年少,2000–2009,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,古代前期,紀元前400–紀元前1,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,古代前期,紀元前400–紀元前1,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,古代後期,1–499,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,古代後期,1–499,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,中世前期,500–999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,中世前期,500–999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,中世後期,1000–1399,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,中世後期,1000–1399,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,ルネサンス・初期近世,1400–1599,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,ルネサンス・初期近世,1400–1599,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,近世前期,1600–1699,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
South Africa,近世前期,1600–1699,female,5,1,1,0,0,候補はあったが目標件数まで到達しなかった
South Africa,現代中期,1950–1979,male,5,0,3,0,0,候補はあったが目標件数まで到達しなかった
South Africa,現代後期,1980–1999,female,5,1,8,0,0,候補はあったが目標件数まで到達しなかった
South Africa,現代最年少,2000–2009,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,古代前期,紀元前400–紀元前1,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,古代前期,紀元前400–紀元前1,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,古代後期,1–499,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,古代後期,1–499,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,中世前期,500–999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,中世前期,500–999,female,5,1,1,0,0,候補はあったが目標件数まで到達しなかった
Hungary,中世後期,1000–1399,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,ルネサンス・初期近世,1400–1599,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,ルネサンス・初期近世,1400–1599,female,5,4,4,0,0,候補はあったが目標件数まで到達しなかった
Hungary,近世前期,1600–1699,male,5,0,4,0,3,候補はあったがダウンロード失敗が発生した
Hungary,近世前期,1600–1699,female,5,3,6,0,3,候補はあったがダウンロード失敗が発生した
Hungary,近世後期,1700–1799,male,5,1,4,0,0,候補はあったが目標件数まで到達しなかった
Hungary,近代前期,1800–1849,male,5,0,4,0,1,候補はあったがダウンロード失敗が発生した
Hungary,近代後期,1850–1899,male,5,3,12,0,1,候補はあったがダウンロード失敗が発生した
Hungary,現代前期,1900–1949,male,5,1,15,0,0,候補はあったが目標件数まで到達しなかった
Hungary,現代前期,1900–1949,female,5,1,15,0,0,候補はあったが目標件数まで到達しなかった
Hungary,現代中期,1950–1979,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,現代中期,1950–1979,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,現代後期,1980–1999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,現代後期,1980–1999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,現代最年少,2000–2009,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Hungary,現代最年少,2000–2009,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,古代前期,紀元前400–紀元前1,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,古代前期,紀元前400–紀元前1,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,古代後期,1–499,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,古代後期,1–499,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,中世前期,500–999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,中世前期,500–999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,中世後期,1000–1399,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,中世後期,1000–1399,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,ルネサンス・初期近世,1400–1599,male,5,1,4,0,3,候補はあったがダウンロード失敗が発生した
Austria,ルネサンス・初期近世,1400–1599,female,5,0,3,0,3,候補はあったがダウンロード失敗が発生した
Austria,近世前期,1600–1699,male,5,1,4,0,3,候補はあったがダウンロード失敗が発生した
Austria,近世前期,1600–1699,female,5,0,3,0,3,候補はあったがダウンロード失敗が発生した
Austria,近世後期,1700–1799,male,5,3,7,0,2,候補はあったがダウンロード失敗が発生した
Austria,近世後期,1700–1799,female,5,1,5,0,2,候補はあったがダウンロード失敗が発生した
Austria,近代前期,1800–1849,male,5,2,9,0,1,候補はあったがダウンロード失敗が発生した
Austria,近代前期,1800–1849,female,5,2,6,0,1,候補はあったがダウンロード失敗が発生した
Austria,近代後期,1850–1899,male,5,3,17,0,1,候補はあったがダウンロード失敗が発生した
Austria,近代後期,1850–1899,female,5,2,15,0,1,候補はあったがダウンロード失敗が発生した
Austria,現代前期,1900–1949,male,5,3,9,0,0,候補はあったが目標件数まで到達しなかった
Austria,現代前期,1900–1949,female,5,0,15,0,0,候補はあったが目標件数まで到達しなかった
Austria,現代中期,1950–1979,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,現代中期,1950–1979,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,現代後期,1980–1999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,現代後期,1980–1999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Austria,現代最年少,2000–2009,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Indonesia,古代前期,紀元前400–紀元前1,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Indonesia,古代前期,紀元前400–紀元前1,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Indonesia,古代後期,1–499,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Indonesia,古代後期,1–499,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Indonesia,中世前期,500–999,male,5,0,1,0,1,候補はあったがダウンロード失敗が発生した
Indonesia,中世前期,500–999,female,5,0,1,0,1,候補はあったがダウンロード失敗が発生した
Indonesia,中世後期,1000–1399,male,5,0,3,0,3,候補はあったがダウンロード失敗が発生した
Indonesia,中世後期,1000–1399,female,5,0,3,0,3,候補はあったがダウンロード失敗が発生した
Indonesia,ルネサンス・初期近世,1400–1599,male,5,0,1,0,1,候補はあったがダウンロード失敗が発生した
Indonesia,ルネサンス・初期近世,1400–1599,female,5,0,1,0,1,候補はあったがダウンロード失敗が発生した
Indonesia,近世前期,1600–1699,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Indonesia,近世前期,1600–1699,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Indonesia,近世後期,1700–1799,male,5,0,4,0,3,候補はあったがダウンロード失敗が発生した
Indonesia,近世後期,1700–1799,female,5,0,4,0,3,候補はあったがダウンロード失敗が発生した
Indonesia,近代前期,1800–1849,male,5,1,13,0,11,候補はあったがダウンロード失敗が発生した
Indonesia,近代前期,1800–1849,female,5,0,13,0,13,候補はあったがダウンロード失敗が発生した
Indonesia,近代後期,1850–1899,female,5,3,16,0,13,候補はあったがダウンロード失敗が発生した
Indonesia,現代前期,1900–1949,male,5,3,14,0,10,候補はあったがダウンロード失敗が発生した
Indonesia,現代前期,1900–1949,female,5,1,13,0,12,候補はあったがダウンロード失敗が発生した
Indonesia,現代中期,1950–1979,male,5,0,1,0,0,候補はあったが目標件数まで到達しなかった
Indonesia,現代中期,1950–1979,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Indonesia,現代後期,1980–1999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,古代前期,紀元前400–紀元前1,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,古代前期,紀元前400–紀元前1,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,古代後期,1–499,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,古代後期,1–499,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,中世前期,500–999,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,中世前期,500–999,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,中世後期,1000–1399,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,中世後期,1000–1399,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,ルネサンス・初期近世,1400–1599,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,ルネサンス・初期近世,1400–1599,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,近世前期,1600–1699,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,近世前期,1600–1699,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,近世後期,1700–1799,male,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,近世後期,1700–1799,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
Singapore,近代前期,1800–1849,male,5,3,3,0,0,候補はあったが目標件数まで到達しなかった
Singapore,近代前期,1800–1849,female,5,0,0,0,0,Wikidata 上で候補が見つからなかった
